player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Michaela Onyenwere,Washington Mystics,Washington Mystics @ Las Vegas Aces,F,PA,11.6,12.6,9.1,16.1,9.1-16.1,9.5,102.0,-139.0,,,3.1,OVER,HIGH,0.5856,0.495,0.1829,18.3,0.0448,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 93.0, minutes UP, points STABLE.",Washington Mystics @ Las Vegas Aces,Las Vegas Aces,Washington Mystics,"[13.0, 12.2, 11.2, 14.4, 13.5]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[11.2, 14.4, 13.5, 12.6, 11.7]",6,93.0,UP,STABLE,wnba_player_intelligence
Angel Reese,Atlanta Dream,Atlanta Dream @ Connecticut Sun,F,PR,26.2,25.6,22.1,29.1,22.1-29.1,29.5,-120.0,-110.0,,,-3.9,UNDER,HIGH,0.6064,0.5238,0.1577,15.8,0.0434,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.0, minutes DOWN, points STABLE.",Atlanta Dream @ Connecticut Sun,Connecticut Sun,Atlanta Dream,"[25.2, 24.2, 27.4, 26.5, 25.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[24.2, 27.4, 26.5, 25.6, 24.7]",2,89.0,DOWN,STABLE,wnba_player_intelligence
Chelsea Gray,Las Vegas Aces,Washington Mystics @ Las Vegas Aces,G,PTS,12.6,14.5,11.0,18.0,11.0-18.0,12.5,105.25,-138.0,,,2.0,OVER,HIGH,0.557,0.4872,0.1432,14.3,0.034,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Washington Mystics @ Las Vegas Aces,Las Vegas Aces,Washington Mystics,"[14.5, 13.6, 12.7, 15.8, 14.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[12.7, 15.8, 14.9, 14.1, 13.2]",6,100.0,STABLE,STABLE,wnba_player_intelligence
Angel Reese,Atlanta Dream,Atlanta Dream @ Connecticut Sun,F,PRA,28.6,28.0,24.5,31.5,24.5-31.5,32.5,-108.0,-120.0,,,-4.5,UNDER,HIGH,0.622,0.5455,0.1403,14.0,0.0421,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.0, minutes DOWN, points STABLE.",Atlanta Dream @ Connecticut Sun,Connecticut Sun,Atlanta Dream,"[26.6, 29.8, 28.9, 28.0, 27.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[29.8, 28.9, 28.0, 27.1, 26.2]",2,89.0,DOWN,STABLE,wnba_player_intelligence
Angel Reese,Atlanta Dream,Atlanta Dream @ Connecticut Sun,F,PR,26.2,25.6,22.1,29.1,22.1-29.1,28.5,-127.0,-107.0,,,-2.9,UNDER,HIGH,0.5804,0.5169,0.1228,12.3,0.0329,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.0, minutes DOWN, points STABLE.",Atlanta Dream @ Connecticut Sun,Connecticut Sun,Atlanta Dream,"[25.2, 24.2, 27.4, 26.5, 25.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[24.2, 27.4, 26.5, 25.6, 24.7]",2,89.0,DOWN,STABLE,wnba_player_intelligence
Brionna Jones,Atlanta Dream,Atlanta Dream @ Connecticut Sun,F,PA,10.4,9.2,5.7,12.7,5.7-12.7,12.5,-118.0,-112.0,,,-3.3,UNDER,HIGH,0.5908,0.5283,0.1183,11.8,0.0331,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 62.2, minutes STABLE, points STABLE.",Atlanta Dream @ Connecticut Sun,Connecticut Sun,Atlanta Dream,"[10.5, 9.6, 8.8, 7.8, 11.0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[9.6, 8.8, 7.8, 11.0, 10.1]",2,62.2,STABLE,STABLE,wnba_player_intelligence
Rhyne Howard,Atlanta Dream,Atlanta Dream @ Connecticut Sun,G,PRA,22.8,21.8,18.3,25.3,18.3-25.3,24.5,-129.0,-106.0,,,-2.7,UNDER,HIGH,0.5752,0.5146,0.1178,11.8,0.0312,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points DOWN.",Atlanta Dream @ Connecticut Sun,Connecticut Sun,Atlanta Dream,"[20.4, 23.6, 22.7, 21.8, 20.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[23.6, 22.7, 21.8, 20.9, 20.0]",2,100.0,STABLE,DOWN,wnba_player_intelligence
Dearica Hamby,Los Angeles Sparks,Los Angeles Sparks @ New York Liberty,F,PA,17.1,19.2,15.7,22.7,15.7-22.7,16.5,-107.5,-125.0,,,2.7,OVER,HIGH,0.5752,0.5181,0.1103,11.0,0.0296,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 92.8, minutes STABLE, points STABLE.",Los Angeles Sparks @ New York Liberty,New York Liberty,Los Angeles Sparks,"[20.1, 19.2, 18.3, 17.4, 20.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[20.1, 19.2, 18.3, 17.4, 20.6]",10,92.8,STABLE,STABLE,wnba_player_intelligence
Angel Reese,Atlanta Dream,Atlanta Dream @ Connecticut Sun,F,PRA,28.6,28.0,24.5,31.5,24.5-31.5,31.5,-114.5,-116.0,,,-3.5,UNDER,HIGH,0.596,0.537,0.1098,11.0,0.0318,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.0, minutes DOWN, points STABLE.",Atlanta Dream @ Connecticut Sun,Connecticut Sun,Atlanta Dream,"[26.6, 29.8, 28.9, 28.0, 27.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[29.8, 28.9, 28.0, 27.1, 26.2]",2,89.0,DOWN,STABLE,wnba_player_intelligence
Michaela Onyenwere,Washington Mystics,Washington Mystics @ Las Vegas Aces,F,PRA,14.8,15.9,12.4,19.4,12.4-19.4,11.5,-126.5,-103.5,,,4.4,OVER,HIGH,0.6194,0.5585,0.109,10.9,0.0345,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 93.0, minutes UP, points STABLE.",Washington Mystics @ Las Vegas Aces,Las Vegas Aces,Washington Mystics,"[15.0, 14.1, 17.2, 16.4, 15.5]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[17.2, 16.4, 15.5, 14.6, 17.7]",6,93.0,UP,STABLE,wnba_player_intelligence
