player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Sabrina Ionescu,nan,New York Liberty @ Dallas Wings,nan,PRA,17.8,20.2,16.7,23.7,16.7-23.7,25.5,-123.5,-108.0,,,-5.3,UNDER,HIGH,0.6428,0.5192,0.238,23.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[19.8, 18.8, 22.0, 21.1, 20.2]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[18.4, 21.6, 20.6, 19.8, 18.8]",13,0,,,
Sabrina Ionescu,nan,New York Liberty @ Dallas Wings,nan,PA,14.5,17.0,13.5,20.5,13.5-20.5,21.5,-120.5,-111.5,,,-4.5,UNDER,HIGH,0.622,0.5272,0.1798,18.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[17.9, 17.0, 16.1, 15.2, 18.4]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[16.6, 15.7, 18.8, 17.9, 17.0]",13,0,,,
Sonia Citron,nan,Portland Fire @ Washington Mystics,nan,PRA,24.9,28.6,25.1,32.1,25.1-32.1,24.5,-108.0,-122.0,,,4.1,OVER,HIGH,0.6116,0.5192,0.1779,17.8,0.048,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[30.4, 29.5, 28.6, 27.7, 26.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[27.2, 30.4, 29.5, 28.6, 27.7]",15,0,,,
Sonia Citron,nan,Portland Fire @ Washington Mystics,nan,PR,21.5,25.8,22.3,29.3,22.3-29.3,20.5,-124.0,-8.5,,,5.3,OVER,HIGH,0.6428,0.5536,0.1612,16.1,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[24.4, 27.6, 26.7, 25.8, 24.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[25.4, 24.4, 27.6, 26.7, 25.8]",15,0,,,
Sabrina Ionescu,nan,New York Liberty @ Dallas Wings,nan,PR,14.1,16.0,12.5,19.5,12.5-19.5,20.5,-114.5,-116.0,,,-4.5,UNDER,HIGH,0.622,0.537,0.1582,15.8,0.0459,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[16.4, 15.6, 14.7, 17.8, 16.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[15.1, 14.2, 17.4, 16.4, 15.6]",13,0,,,
Sonia Citron,nan,Portland Fire @ Washington Mystics,nan,PRA,24.9,28.6,25.1,32.1,25.1-32.1,23.5,-123.0,-110.0,,,5.1,OVER,HIGH,0.6376,0.5516,0.156,15.6,0.048,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[30.4, 29.5, 28.6, 27.7, 26.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[27.2, 30.4, 29.5, 28.6, 27.7]",15,0,,,
Shakira Austin,nan,Portland Fire @ Washington Mystics,nan,PA,16.1,15.3,11.8,18.8,11.8-18.8,18.5,-124.0,-108.0,,,-3.2,UNDER,HIGH,0.5882,0.5192,0.1328,13.3,0.0359,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[14.0, 17.1, 16.2, 15.3, 14.4]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[14.9, 14.0, 17.1, 16.2, 15.3]",15,0,,,
Sabrina Ionescu,nan,New York Liberty @ Dallas Wings,nan,PTS,10.8,12.9,9.4,16.4,9.4-16.4,16.5,-115.0,-114.67,,,-3.6,UNDER,HIGH,0.5986,0.5342,0.1206,12.1,0.0346,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[13.3, 12.5, 11.6, 14.7, 13.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[12.0, 11.1, 14.2, 13.3, 12.5]",13,0,,,
Arike Ogunbowale,nan,New York Liberty @ Dallas Wings,nan,PRA,18.5,15.3,11.8,18.8,11.8-18.8,18.5,-120.5,-111.0,,,-3.2,UNDER,HIGH,0.5882,0.5261,0.1181,11.8,0.0328,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[13.5, 16.7, 15.8, 14.9, 14.0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[16.2, 15.3, 14.4, 13.5, 16.7]",13,0,,,
Emily Engstler,nan,Portland Fire @ Washington Mystics,nan,PRA,15.6,15.4,11.9,18.9,11.9-18.9,18.5,-122.0,-110.0,,,-3.1,UNDER,HIGH,0.5856,0.5238,0.118,11.8,0.0324,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[14.5, 13.6, 16.8, 15.8, 15.0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[15.4, 14.5, 13.6, 16.8, 15.8]",15,0,,,
Sonia Citron,nan,Portland Fire @ Washington Mystics,nan,PA,21.1,24.3,20.8,27.8,20.8-27.8,20.5,-119.0,-113.5,,,3.8,OVER,HIGH,0.6038,0.5434,0.1112,11.1,0.0331,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[23.4, 22.5, 25.7, 24.8, 23.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[24.3, 23.4, 22.5, 25.7, 24.8]",15,0,,,
Emily Engstler,nan,Portland Fire @ Washington Mystics,nan,PR,14.0,13.7,10.2,17.2,10.2-17.2,16.5,-123.5,-108.5,,,-2.8,UNDER,HIGH,0.5778,0.5204,0.1103,11.0,0.0299,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[13.7, 12.8, 11.9, 15.0, 14.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[14.6, 13.7, 12.8, 11.9, 15.0]",15,0,,,
Sonia Citron,nan,Portland Fire @ Washington Mystics,nan,PTS,17.6,21.0,17.5,24.5,17.5-24.5,16.5,-128.0,-103.0,,,4.5,OVER,HIGH,0.622,0.5614,0.1079,10.8,0.0345,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[19.6, 22.8, 21.9, 21.0, 20.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[20.6, 19.6, 22.8, 21.9, 21.0]",15,0,,,
Arike Ogunbowale,nan,New York Liberty @ Dallas Wings,nan,PTS,12.9,10.3,6.8,13.8,6.8-13.8,13.5,-116.33,-113.67,,,-3.2,UNDER,HIGH,0.5882,0.532,0.1057,10.6,0.03,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[9.4, 8.5, 11.7, 10.8, 9.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[12.1, 11.2, 10.3, 9.4, 8.5]",13,0,,,
Sonia Citron,nan,Portland Fire @ Washington Mystics,nan,PTS,17.6,20.9,17.4,24.4,17.4-24.4,17.5,-116.0,-113.5,,,3.4,OVER,HIGH,0.5934,0.537,0.105,10.5,0.0304,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Washington Mystics,Washington Mystics,Portland Fire,"[19.5, 22.7, 21.8, 20.9, 20.0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[20.4, 19.5, 22.7, 21.8, 20.9]",15,0,,,
Arike Ogunbowale,nan,New York Liberty @ Dallas Wings,nan,PR,15.9,13.3,9.8,16.8,9.8-16.8,15.5,-131.0,-104.0,,,-2.2,UNDER,HIGH,0.5622,0.5098,0.1028,10.3,0.0267,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Dallas Wings,Dallas Wings,New York Liberty,"[12.4, 11.5, 14.7, 13.8, 12.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[15.1, 14.2, 13.3, 12.4, 11.5]",13,0,,,
