player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Kelsey Mitchell,nan,Golden State Valkyries @ Indiana Fever,nan,PTS,21.6,23.9,20.4,27.4,20.4-27.4,21.5,-4.0,-126.5,,,2.4,OVER,HIGH,0.5674,0.0385,13.7524,1375.2,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Golden State Valkyries @ Indiana Fever,Indiana Fever,Golden State Valkyries,"[24.3, 23.4, 22.5, 25.7, 24.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[22.5, 25.7, 24.8, 23.9, 23.0]",9,0,,,
Olivia Nelson-Ododa,nan,Portland Fire @ Connecticut Sun,nan,PR,13.9,16.2,12.7,19.7,12.7-19.7,22.5,-125.0,-110.0,,,-6.3,UNDER,HIGH,0.66,0.5238,0.26,26.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Connecticut Sun,Connecticut Sun,Portland Fire,"[14.4, 17.6, 16.6, 15.8, 14.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[18.0, 17.1, 16.2, 15.3, 14.4]",15,0,,,
Ariel Atkins,nan,Los Angeles Sparks @ Minnesota Lynx,nan,PRA,13.3,12.2,8.7,15.7,8.7-15.7,15.5,-128.0,-104.0,,,-3.3,UNDER,HIGH,0.5908,0.5098,0.1589,15.9,0.0413,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Minnesota Lynx,Minnesota Lynx,Los Angeles Sparks,"[14.0, 13.1, 12.2, 11.3, 10.4]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[11.8, 10.8, 14.0, 13.1, 12.2]",2,0,,,
Sonia Citron,nan,Washington Mystics @ Toronto Tempo,nan,PR,21.5,25.2,21.7,28.7,21.7-28.7,21.5,-108.0,-122.0,,,3.7,OVER,HIGH,0.6012,0.5192,0.1579,15.8,0.0426,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Toronto Tempo,Toronto Tempo,Washington Mystics,"[23.8, 27.0, 26.1, 25.2, 24.3]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[26.1, 25.2, 24.3, 23.4, 26.6]",3,0,,,
Kelsey Mitchell,nan,Golden State Valkyries @ Indiana Fever,nan,PA,24.3,27.8,24.3,31.3,24.3-31.3,24.5,-106.0,-128.0,,,3.3,OVER,HIGH,0.5908,0.5146,0.1482,14.8,0.0393,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Golden State Valkyries @ Indiana Fever,Indiana Fever,Golden State Valkyries,"[28.7, 27.8, 26.9, 26.0, 29.2]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[26.9, 26.0, 29.2, 28.2, 27.4]",9,0,,,
Kelsey Mitchell,nan,Golden State Valkyries @ Indiana Fever,nan,PA,24.3,27.9,24.4,31.4,24.4-31.4,23.5,-120.0,-110.0,,,4.4,OVER,HIGH,0.6194,0.5455,0.1356,13.6,0.0407,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Golden State Valkyries @ Indiana Fever,Indiana Fever,Golden State Valkyries,"[28.8, 27.9, 27.0, 26.1, 29.2]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[27.0, 26.1, 29.2, 28.3, 27.4]",9,0,,,
Ariel Atkins,nan,Los Angeles Sparks @ Minnesota Lynx,nan,PA,10.4,9.3,5.8,12.8,5.8-12.8,12.5,-123.0,-109.0,,,-3.2,UNDER,HIGH,0.5882,0.5215,0.1278,12.8,0.0348,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Minnesota Lynx,Minnesota Lynx,Los Angeles Sparks,"[8.4, 7.5, 10.7, 9.8, 8.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[10.2, 9.3, 8.4, 7.5, 10.7]",2,0,,,
Sonia Citron,nan,Washington Mystics @ Toronto Tempo,nan,PRA,24.9,28.6,25.1,32.1,25.1-32.1,24.5,-119.0,-114.0,,,4.1,OVER,HIGH,0.6116,0.5434,0.1255,12.6,0.0374,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Toronto Tempo,Toronto Tempo,Washington Mystics,"[30.4, 29.5, 28.6, 27.7, 26.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[28.6, 27.7, 26.8, 30.0, 29.1]",3,0,,,
Sonia Citron,nan,Washington Mystics @ Toronto Tempo,nan,PRA,24.9,28.6,25.1,32.1,25.1-32.1,25.5,-111.0,-122.0,,,3.1,OVER,HIGH,0.5856,0.5261,0.1132,11.3,0.0314,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Toronto Tempo,Toronto Tempo,Washington Mystics,"[30.4, 29.5, 28.6, 27.7, 26.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[28.6, 27.7, 26.8, 30.0, 29.1]",3,0,,,
Sonia Citron,nan,Washington Mystics @ Toronto Tempo,nan,PR,21.5,25.2,21.7,28.7,21.7-28.7,22.5,-108.0,-125.0,,,2.7,OVER,HIGH,0.5752,0.5192,0.1078,10.8,0.0291,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Toronto Tempo,Toronto Tempo,Washington Mystics,"[23.8, 27.0, 26.1, 25.2, 24.3]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[26.1, 25.2, 24.3, 23.4, 26.6]",3,0,,,
