game_date,game_id,player,player_team,opponent_team,home_team,away_team,home_away,position,stat,target_actual,schedule_source
2026-07-28,401857096,Sabrina Ionescu,New York Liberty,Los Angeles Sparks,Los Angeles Sparks,New York Liberty,AWAY,G,RA,13.0,raw_scores:scores.csv
2026-07-28,401857096,Sabrina Ionescu,New York Liberty,Los Angeles Sparks,Los Angeles Sparks,New York Liberty,AWAY,G,REB,7.0,raw_scores:scores.csv
2026-07-28,401857096,Sabrina Ionescu,New York Liberty,Los Angeles Sparks,Los Angeles Sparks,New York Liberty,AWAY,G,REB,7.0,raw_scores:scores.csv
2026-07-28,401857096,Sabrina Ionescu,New York Liberty,Los Angeles Sparks,Los Angeles Sparks,New York Liberty,AWAY,G,REB,7.0,raw_scores:scores.csv
2026-07-29,401857097,Angel Reese,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,F,RA,16.0,raw_scores:scores.csv
2026-07-29,401857097,Arike Ogunbowale,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,AST,5.0,raw_scores:scores.csv
2026-07-29,401857097,Arike Ogunbowale,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,RA,11.0,raw_scores:scores.csv
2026-07-29,401857097,Arike Ogunbowale,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,REB,6.0,raw_scores:scores.csv
2026-07-29,401857097,Azzi Fudd,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,AST,2.0,raw_scores:scores.csv
2026-07-29,401857097,Jessica Shepard,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,F,AST,5.0,raw_scores:scores.csv
2026-07-29,401857097,Jessica Shepard,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,F,AST,5.0,raw_scores:scores.csv
2026-07-29,401857097,Jessica Shepard,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,F,AST,5.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,3PM,0.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,3PM,0.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,3PM,0.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,3PM,0.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,AST,8.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,AST,8.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,AST,8.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,AST,8.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,RA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,RA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,RA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,RA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,REB,6.0,raw_scores:scores.csv
2026-07-29,401857097,Jordin Canada,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,REB,6.0,raw_scores:scores.csv
2026-07-29,401857097,Paige Bueckers,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,PRA,26.0,raw_scores:scores.csv
2026-07-29,401857097,Paige Bueckers,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,RA,10.0,raw_scores:scores.csv
2026-07-29,401857097,Paige Bueckers,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,RA,10.0,raw_scores:scores.csv
2026-07-29,401857097,Paige Bueckers,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,RA,10.0,raw_scores:scores.csv
2026-07-29,401857097,Paige Bueckers,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,REB,4.0,raw_scores:scores.csv
2026-07-29,401857097,Paige Bueckers,Dallas Wings,Atlanta Dream,Dallas Wings,Atlanta Dream,HOME,G,REB,4.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,3PM,1.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PA,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PR,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PR,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PR,14.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PRA,19.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PRA,19.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PRA,19.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PRA,19.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PTS,9.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PTS,9.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PTS,9.0,raw_scores:scores.csv
2026-07-29,401857097,Rhyne Howard,Atlanta Dream,Dallas Wings,Dallas Wings,Atlanta Dream,AWAY,G,PTS,9.0,raw_scores:scores.csv
2026-07-29,401857098,DeWanna Bonner,Phoenix Mercury,Golden State Valkyries,Phoenix Mercury,Golden State Valkyries,HOME,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,DeWanna Bonner,Phoenix Mercury,Golden State Valkyries,Phoenix Mercury,Golden State Valkyries,HOME,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,DeWanna Bonner,Phoenix Mercury,Golden State Valkyries,Phoenix Mercury,Golden State Valkyries,HOME,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,3PM,2.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,PR,15.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,PR,15.0,raw_scores:scores.csv
2026-07-29,401857098,Janelle Salaun,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,F,PTS,13.0,raw_scores:scores.csv
2026-07-29,401857098,Kahleah Copper,Phoenix Mercury,Golden State Valkyries,Phoenix Mercury,Golden State Valkyries,HOME,G,3PM,3.0,raw_scores:scores.csv
2026-07-29,401857098,Kahleah Copper,Phoenix Mercury,Golden State Valkyries,Phoenix Mercury,Golden State Valkyries,HOME,G,3PM,3.0,raw_scores:scores.csv
2026-07-29,401857098,Kahleah Copper,Phoenix Mercury,Golden State Valkyries,Phoenix Mercury,Golden State Valkyries,HOME,G,3PM,3.0,raw_scores:scores.csv
2026-07-29,401857098,Veronica Burton,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,G,PR,18.0,raw_scores:scores.csv
2026-07-29,401857098,Veronica Burton,Golden State Valkyries,Phoenix Mercury,Phoenix Mercury,Golden State Valkyries,AWAY,G,PTS,15.0,raw_scores:scores.csv
2026-07-30,401857099,Courtney Williams,Minnesota Lynx,Toronto Tempo,Toronto Tempo,Minnesota Lynx,AWAY,G,AST,5.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857099,Courtney Williams,Minnesota Lynx,Toronto Tempo,Toronto Tempo,Minnesota Lynx,AWAY,G,AST,5.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857099,Courtney Williams,Minnesota Lynx,Toronto Tempo,Toronto Tempo,Minnesota Lynx,AWAY,G,PR,19.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857099,Courtney Williams,Minnesota Lynx,Toronto Tempo,Toronto Tempo,Minnesota Lynx,AWAY,G,PR,19.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857099,Natasha Howard,Minnesota Lynx,Toronto Tempo,Toronto Tempo,Minnesota Lynx,AWAY,F,PR,17.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857099,Natasha Howard,Minnesota Lynx,Toronto Tempo,Toronto Tempo,Minnesota Lynx,AWAY,F,REB,8.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Aneesah Morrow,Connecticut Sun,Chicago Sky,Chicago Sky,Connecticut Sun,AWAY,F,REB,7.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Charlisse Leger-Walker,Connecticut Sun,Chicago Sky,Chicago Sky,Connecticut Sun,AWAY,G,AST,2.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Charlisse Leger-Walker,Connecticut Sun,Chicago Sky,Chicago Sky,Connecticut Sun,AWAY,G,PA,12.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Charlisse Leger-Walker,Connecticut Sun,Chicago Sky,Chicago Sky,Connecticut Sun,AWAY,G,PR,11.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Charlisse Leger-Walker,Connecticut Sun,Chicago Sky,Chicago Sky,Connecticut Sun,AWAY,G,PRA,13.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Charlisse Leger-Walker,Connecticut Sun,Chicago Sky,Chicago Sky,Connecticut Sun,AWAY,G,PTS,10.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Courtney Vandersloot,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,G,REB,5.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Kamilla Cardoso,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,C,PA,27.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Kamilla Cardoso,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,C,PR,32.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Kamilla Cardoso,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,C,PRA,33.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Kamilla Cardoso,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,C,PTS,26.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Kamilla Cardoso,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,C,REB,6.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Natasha Cloud,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,G,3PM,0.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857100,Natasha Cloud,Chicago Sky,Connecticut Sun,Chicago Sky,Connecticut Sun,HOME,G,PR,11.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Breanna Stewart,New York Liberty,Las Vegas Aces,Las Vegas Aces,New York Liberty,AWAY,F,AST,1.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Breanna Stewart,New York Liberty,Las Vegas Aces,Las Vegas Aces,New York Liberty,AWAY,F,AST,1.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Chelsea Gray,Las Vegas Aces,New York Liberty,Las Vegas Aces,New York Liberty,HOME,G,RA,7.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Jackie Young,Las Vegas Aces,New York Liberty,Las Vegas Aces,New York Liberty,HOME,G,AST,9.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Jackie Young,Las Vegas Aces,New York Liberty,Las Vegas Aces,New York Liberty,HOME,G,RA,11.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Jackie Young,Las Vegas Aces,New York Liberty,Las Vegas Aces,New York Liberty,HOME,G,REB,2.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Jonquel Jones,New York Liberty,Las Vegas Aces,Las Vegas Aces,New York Liberty,AWAY,C,AST,5.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Pauline Astier,New York Liberty,Las Vegas Aces,Las Vegas Aces,New York Liberty,AWAY,G,PR,20.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Pauline Astier,New York Liberty,Las Vegas Aces,Las Vegas Aces,New York Liberty,AWAY,G,REB,1.0,raw_scores:scores_2026-07-30.csv
2026-07-30,401857101,Sabrina Ionescu,New York Liberty,Las Vegas Aces,Las Vegas Aces,New York Liberty,AWAY,G,REB,4.0,raw_scores:scores_2026-07-30.csv
2026-07-31,401857102,Angel Reese,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,F,REB,13.0,raw_scores:scores.csv
2026-07-31,401857102,Awa Fam,Seattle Storm,Atlanta Dream,Atlanta Dream,Seattle Storm,AWAY,C,PA,9.0,raw_scores:scores.csv
2026-07-31,401857102,Awa Fam,Seattle Storm,Atlanta Dream,Atlanta Dream,Seattle Storm,AWAY,C,PTS,8.0,raw_scores:scores.csv
2026-07-31,401857102,Brionna Jones,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,F,PTS,14.0,raw_scores:scores.csv
2026-07-31,401857102,Dominique Malonga,Seattle Storm,Atlanta Dream,Atlanta Dream,Seattle Storm,AWAY,C,RA,14.0,raw_scores:scores.csv
2026-07-31,401857102,Dominique Malonga,Seattle Storm,Atlanta Dream,Atlanta Dream,Seattle Storm,AWAY,C,RA,14.0,raw_scores:scores.csv
2026-07-31,401857102,Dominique Malonga,Seattle Storm,Atlanta Dream,Atlanta Dream,Seattle Storm,AWAY,C,REB,13.0,raw_scores:scores.csv
2026-07-31,401857102,Dominique Malonga,Seattle Storm,Atlanta Dream,Atlanta Dream,Seattle Storm,AWAY,C,REB,13.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,3PM,3.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,PA,14.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,PR,11.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,PRA,16.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,PRA,16.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,PTS,9.0,raw_scores:scores.csv
2026-07-31,401857102,Rhyne Howard,Atlanta Dream,Seattle Storm,Atlanta Dream,Seattle Storm,HOME,G,PTS,9.0,raw_scores:scores.csv
2026-07-31,401857103,Arike Ogunbowale,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,PA,22.0,raw_scores:scores.csv
2026-07-31,401857103,Arike Ogunbowale,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,PRA,24.0,raw_scores:scores.csv
2026-07-31,401857103,Arike Ogunbowale,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,RA,4.0,raw_scores:scores.csv
2026-07-31,401857103,Arike Ogunbowale,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,REB,2.0,raw_scores:scores.csv
2026-07-31,401857103,Azzi Fudd,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,AST,0.0,raw_scores:scores.csv
2026-07-31,401857103,Jessica Shepard,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,F,AST,8.0,raw_scores:scores.csv
2026-07-31,401857103,Michaela Onyenwere,Washington Mystics,Dallas Wings,Washington Mystics,Dallas Wings,HOME,F,AST,2.0,raw_scores:scores.csv
2026-07-31,401857103,Paige Bueckers,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,PA,25.0,raw_scores:scores.csv
2026-07-31,401857103,Paige Bueckers,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,PA,25.0,raw_scores:scores.csv
2026-07-31,401857103,Paige Bueckers,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,PRA,30.0,raw_scores:scores.csv
2026-07-31,401857103,Paige Bueckers,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,RA,7.0,raw_scores:scores.csv
2026-07-31,401857103,Paige Bueckers,Dallas Wings,Washington Mystics,Washington Mystics,Dallas Wings,AWAY,G,REB,5.0,raw_scores:scores.csv
2026-07-31,401857104,Aliyah Boston,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,C,3PM,0.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Aliyah Boston,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,C,3PM,0.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Aliyah Boston,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,C,RA,15.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Aliyah Boston,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,C,RA,15.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Aliyah Boston,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,C,REB,9.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Aliyah Boston,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,C,REB,9.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Bridget Carleton,Portland Fire,Indiana Fever,Portland Fire,Indiana Fever,HOME,F,RA,5.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Caitlin Clark,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,G,RA,20.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Caitlin Clark,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,G,REB,10.0,raw_scores:scores_2026-07-31.csv
2026-07-31,401857104,Kelsey Mitchell,Indiana Fever,Portland Fire,Portland Fire,Indiana Fever,AWAY,G,AST,2.0,raw_scores:scores_2026-07-31.csv
2026-08-01,401857105,Chelsea Gray,Las Vegas Aces,Chicago Sky,Chicago Sky,Las Vegas Aces,AWAY,G,RA,10.0,raw_scores:scores.csv
2026-08-01,401857105,Elizabeth Williams,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,C,RA,4.0,raw_scores:scores.csv
2026-08-01,401857105,Elizabeth Williams,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,C,REB,3.0,raw_scores:scores.csv
2026-08-01,401857105,Jackie Young,Las Vegas Aces,Chicago Sky,Chicago Sky,Las Vegas Aces,AWAY,G,REB,11.0,raw_scores:scores.csv
2026-08-01,401857105,Kamilla Cardoso,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,C,RA,14.0,raw_scores:scores.csv
2026-08-01,401857105,Kamilla Cardoso,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,C,REB,12.0,raw_scores:scores.csv
2026-08-01,401857105,NaLyssa Smith,Las Vegas Aces,Chicago Sky,Chicago Sky,Las Vegas Aces,AWAY,F,REB,6.0,raw_scores:scores.csv
2026-08-01,401857105,Natasha Cloud,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,G,3PM,2.0,raw_scores:scores.csv
2026-08-01,401857105,Natasha Cloud,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,G,PR,12.0,raw_scores:scores.csv
2026-08-01,401857105,Natasha Cloud,Chicago Sky,Las Vegas Aces,Chicago Sky,Las Vegas Aces,HOME,G,REB,1.0,raw_scores:scores.csv
2026-08-01,401857106,DeWanna Bonner,Phoenix Mercury,New York Liberty,Phoenix Mercury,New York Liberty,HOME,F,REB,7.0,raw_scores:scores.csv
2026-08-01,401857106,Jonquel Jones,New York Liberty,Phoenix Mercury,Phoenix Mercury,New York Liberty,AWAY,C,AST,5.0,raw_scores:scores.csv
2026-08-01,401857106,Monique Akoa Makani,Phoenix Mercury,New York Liberty,Phoenix Mercury,New York Liberty,HOME,G,AST,3.0,raw_scores:scores.csv
2026-08-01,401857106,Natasha Mack,Phoenix Mercury,New York Liberty,Phoenix Mercury,New York Liberty,HOME,F,REB,3.0,raw_scores:scores.csv
2026-08-01,401857106,Pauline Astier,New York Liberty,Phoenix Mercury,Phoenix Mercury,New York Liberty,AWAY,G,REB,0.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PR,23.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PR,23.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PR,23.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PR,23.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PTS,15.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PTS,15.0,raw_scores:scores.csv
2026-08-02,401857107,Aliyah Boston,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,C,PTS,15.0,raw_scores:scores.csv
2026-08-02,401857107,Caitlin Clark,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,G,REB,1.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,AST,5.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,AST,5.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,RA,9.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,RA,9.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,RA,9.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,REB,4.0,raw_scores:scores.csv
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,Indiana Fever,Minnesota Lynx,Indiana Fever,HOME,G,REB,4.0,raw_scores:scores.csv
2026-08-02,401857107,Kelsey Mitchell,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,G,AST,3.0,raw_scores:scores.csv
2026-08-02,401857107,Kelsey Mitchell,Indiana Fever,Minnesota Lynx,Minnesota Lynx,Indiana Fever,AWAY,G,AST,3.0,raw_scores:scores.csv
2026-08-02,401857108,Ariel Atkins,Los Angeles Sparks,Portland Fire,Portland Fire,Los Angeles Sparks,AWAY,G,AST,6.0,raw_scores:scores.csv
2026-08-02,401857108,Ariel Atkins,Los Angeles Sparks,Portland Fire,Portland Fire,Los Angeles Sparks,AWAY,G,AST,6.0,raw_scores:scores.csv
2026-08-02,401857108,Cameron Brink,Los Angeles Sparks,Portland Fire,Portland Fire,Los Angeles Sparks,AWAY,F,PTS,7.0,raw_scores:scores.csv
2026-08-02,401857108,Emily Engstler,Portland Fire,Los Angeles Sparks,Portland Fire,Los Angeles Sparks,HOME,F,PRA,12.0,raw_scores:scores.csv
2026-08-02,401857108,Nneka Ogwumike,Los Angeles Sparks,Portland Fire,Portland Fire,Los Angeles Sparks,AWAY,F,PR,32.0,raw_scores:scores.csv
2026-08-02,401857108,Nneka Ogwumike,Los Angeles Sparks,Portland Fire,Portland Fire,Los Angeles Sparks,AWAY,F,RA,12.0,raw_scores:scores.csv
